Wave Number,A_100 c,A_50 a,A_50 b,A_50 c,B_100 a,B_100 b,B_100 c,B_50 b,B_50 c,D_100 a,D_100 c,D_50 a,D_50 b,D_50 c,M_100 b,M_100 c,M_50 a,M_50 c,T2_100 a,T2_100 b,T2_100 c,T2_25 a,T2_25 b,T2_25 c,T2_50 b,T2_50 c,T2_75 b,T2_75 c,T_100 a,T_100 b,T_100 c,T_25 a,T_25 b,T_25 c,T_50 a,T_50 b,T_50 c,T_75 a,T_75 b,T_75 c,V1_0 a,V1_0 b,V2_0 d,V2_0 e,V2_0 f,V_0 a,V_0 b,V_0 c
728.2291,16.33331,10.20962,8.739557,9.720592,18.79142,14.06186,16.68,8.648232,9.08735,29.84306,26.50521,13.24607,13.12448,15.40439,32.20324,33.4,19.87216,20.79954,18.76463,19.69225,16.86695,5.213139,4.687078,4.227004,9.54935,8.227989,12.35404,14.42496,17.8,19.3,19.2,4.06,4.65,4.27,6.98,6.39,6.31,12.1,11.7,12.5,3.024872,2.335156,2.533769,3.435009,4.416083,2.75,3.08,3.27
729.1933,16.34742,10.37329,8.798056,9.784445,18.8629,14.05602,16.76433,8.740345,9.097693,29.83413,26.5617,13.3648,13.20962,15.36238,32.22547,33.3,19.86499,20.7266,18.83498,19.73772,16.92966,5.338471,4.796383,4.242555,9.634207,8.335501,12.34247,14.44496,17.9,19.1,19.3,4.11,4.69,4.3,6.94,6.44,6.28,12,11.7,12.5,3.108625,2.243985,2.689867,3.481467,4.333657,2.76,3.18,3.33
730.1575,16.39328,10.50912,8.827534,9.868526,18.95258,14.04192,16.85769,8.789677,9.094341,29.82499,26.58383,13.4607,13.2691,15.33536,32.26564,33.2,19.87463,20.66499,18.87236,19.76568,16.99216,5.438776,4.884635,4.281592,9.701321,8.421484,12.30422,14.4179,17.9,19,19.4,4.13,4.72,4.33,6.88,6.45,6.24,12,11.7,12.5,3.168685,2.134549,2.8277,3.477732,4.230615,2.72,3.29,3.43
731.1218,16.48505,10.61148,8.844182,9.97622,19.07788,14.04344,16.95493,8.803394,9.07881,29.82653,26.59056,13.54333,13.30217,15.33148,32.32992,33.2,19.91815,20.64077,18.86935,19.78893,17.05861,5.50826,4.953788,4.34882,9.765869,8.486954,12.2615,14.37235,18,18.9,19.5,4.14,4.77,4.36,6.84,6.45,6.21,12,11.7,12.5,3.217662,2.037303,2.947715,3.444823,4.133508,2.66,3.39,3.56
732.086,16.62252,10.6766,8.861751,10.10506,19.24009,14.07994,17.04909,8.792974,9.052197,29.84927,26.60236,13.61906,13.31101,15.34987,32.41704,33.2,20.002,20.66643,18.82461,19.81468,17.12931,5.538406,5.006452,4.438627,9.835584,8.534055,12.2327,14.33366,18.1,18.9,19.7,4.13,4.83,4.4,6.83,6.43,6.2,12.1,11.7,12.5,3.26894,1.972361,3.050539,3.40905,4.066602,2.59,3.47,3.69
733.0502,16.78589,10.69964,8.883317,10.24134,19.41858,14.1552,17.12862,8.765627,9.011012,29.89624,26.63122,13.6854,13.29614,15.3798,32.5178,33.3,20.11628,20.73418,18.73855,19.83574,17.19455,5.517577,5.041132,4.531687,9.902423,8.561845,12.22156,14.31101,18.3,19,19.9,4.11,4.89,4.43,6.86,6.41,6.19,12.1,11.7,12.5,3.326038,1.941089,3.129453,3.388524,4.040914,2.54,3.51,3.82
734.0145,16.94095,10.67647,8.900558,10.36106,19.57567,14.25425,17.17906,8.720772,8.946723,29.96157,26.67637,13.73192,13.2559,15.40535,32.62038,33.4,20.23718,20.81885,18.61146,19.83126,17.23499,5.435312,5.050101,4.600152,9.943677,8.565155,12.21484,14.29355,18.4,19.1,20.1,4.08,4.93,4.45,6.92,6.38,6.17,12.1,11.7,12.5,3.378947,1.928103,3.170034,3.385521,4.05048,2.49,3.51,3.9
734.9787,17.05279,10.60874,8.900572,10.43743,19.67039,14.34931,17.18871,8.652402,8.850088,30.03505,26.72703,13.74662,13.19022,15.41324,32.7188,33.6,20.33595,20.88893,18.44527,19.77717,17.22916,5.288994,5.022077,4.619444,9.931956,8.536922,12.18924,14.25752,18.4,19.3,20.2,4.04,4.93,4.43,6.98,6.33,6.11,12.1,11.7,12.5,3.408581,1.911152,3.156889,3.387679,4.077193,2.46,3.47,3.92
735.9429,17.10108,10.5082,8.875772,10.45143,19.67491,14.41104,17.15514,8.554874,8.717881,30.10922,26.77002,13.72379,13.10563,15.39953,32.81928,33.8,20.39025,20.92058,18.24799,19.66056,17.16401,5.089079,4.948897,4.580727,9.84865,8.472181,12.12366,14.17988,18.4,19.5,20.3,3.99,4.87,4.37,7.02,6.25,5.99,12.1,11.7,12.4,3.396129,1.872464,3.083429,3.376227,4.100787,2.43,3.39,3.87
736.9072,17.08938,10.39637,8.830315,10.40016,19.58599,14.41959,17.08835,8.428309,8.557446,30.18384,26.79735,13.66864,13.01717,15.37137,32.94031,34,20.39209,20.90788,18.03696,19.49008,17.04268,4.859752,4.831815,4.497346,9.693797,8.371198,12.01,14.05107,18.4,19.5,20.2,3.96,4.77,4.28,7.01,6.14,5.83,12,11.6,12.3,3.332311,1.806577,2.959135,3.33623,4.107816,2.39,3.3,3.76
737.8714,17.04296,10.29799,8.778848,10.29862,19.4261,14.37046,17.00778,8.280313,8.385399,30.26472,26.80954,13.59577,12.9448,15.34297,33.10467,34.1,20.34871,20.86444,17.83741,19.29573,16.88457,4.634017,4.682762,4.401175,9.48728,8.239882,11.85676,13.87994,18.3,19.5,20.1,3.95,4.63,4.16,6.98,5.99,5.66,11.9,11.6,12.2,3.221942,1.72209,2.809679,3.263625,4.09476,2.35,3.2,3.61
738.8356,16.99615,10.23073,8.738629,10.17385,19.23401,14.27315,16.93417,8.123281,8.220572,30.35698,26.81305,13.5223,12.90511,15.32786,33.32667,34.3,20.27639,20.81606,17.67571,19.11765,16.71729,4.444875,4.519502,4.32974,9.260933,8.087629,11.68386,13.68877,18.1,19.4,19.9,3.95,4.49,4.05,6.92,5.84,5.5,11.8,11.5,12.1,3.08164,1.636908,2.668761,3.16649,4.064357,2.31,3.14,3.47
739.7999,16.97493,10.19632,8.720388,10.05452,19.04944,14.14456,16.88011,7.969132,8.0749,30.45691,26.81386,13.45952,12.90243,15.33167,33.60032,34.4,20.19105,20.78831,17.56994,18.98901,16.56431,4.316056,4.357915,4.309859,9.04601,7.924274,11.51201,13.50198,18,19.3,19.6,3.96,4.39,3.95,6.86,5.69,5.39,11.7,11.5,12,2.932236,1.56925,2.564779,3.061145,4.018766,2.3,3.12,3.36
740.7641,16.98381,10.17828,8.723438,9.960887,18.89937,14.00115,16.84447,7.82495,7.947423,30.54758,26.81151,13.40776,12.92472,15.34905,33.89472,34.6,20.10091,20.79504,17.52297,18.92173,16.43508,4.255851,4.206483,4.345659,8.862864,7.758224,11.35293,13.33539,17.9,19.1,19.3,3.96,4.33,3.87,6.81,5.56,5.34,11.6,11.5,12,2.790319,1.528738,2.508767,2.965575,3.954751,2.3,3.14,3.29
741.7283,17.0033,10.14825,8.737146,9.899939,18.79179,13.85424,16.81386,7.692456,7.82508,30.60216,26.79714,13.35751,12.94709,15.36668,34.15972,34.7,20.00494,20.83325,17.52178,18.90228,16.32282,4.256191,4.066269,4.41703,8.717977,7.596788,11.20586,13.19216,17.7,19,19.1,3.93,4.32,3.82,6.77,5.46,5.35,11.5,11.5,12,2.663579,1.511879,2.490394,2.892585,3.864411,2.31,3.18,3.25
742.6926,16.99963,10.07867,8.747005,9.866966,18.71859,13.71035,16.77069,7.571697,7.690203,30.59412,26.75701,13.29644,12.94222,15.37101,34.34041,34.8,19.89757,20.88603,17.54391,18.8993,16.21117,4.296951,3.93562,4.489065,8.608808,7.448146,11.06194,13.06674,17.6,18.8,18.9,3.85,4.33,3.78,6.74,5.39,5.37,11.4,11.4,12.1,2.551989,1.504002,2.484683,2.845066,3.7413,2.31,3.22,3.23
743.6568,16.94161,9.956042,8.741824,9.851677,18.6646,13.57519,16.70326,7.466281,7.531037,30.51001,26.67949,13.21846,12.89283,15.3565,34.39466,34.8,19.77616,20.93114,17.56763,18.8793,16.08609,4.353448,3.816048,4.527364,8.532096,7.323037,10.91333,12.95354,17.5,18.7,18.6,3.73,4.35,3.75,6.69,5.37,5.39,11.3,11.4,12.1,2.453368,1.486637,2.465488,2.816166,3.588495,2.28,3.22,3.2
744.621,16.81651,9.788461,8.718484,9.844625,18.61739,13.45751,16.61259,7.386122,7.349749,30.35798,26.56132,13.12949,12.80007,15.32947,34.30671,34.7,19.64639,20.95035,17.58095,18.82212,15.94624,4.403873,3.715391,4.511709,8.489707,7.234185,10.76156,12.85403,17.3,18.6,18.5,3.58,4.36,3.71,6.63,5.39,5.38,11.2,11.2,12.1,2.369506,1.446543,2.417863,2.795114,3.42364,2.22,3.17,3.15
745.5853,16.63699,9.603306,8.682074,9.840426,18.57257,13.36955,16.5122,7.344945,7.16362,30.16699,26.40972,13.04607,12.6834,15.30455,34.09131,34.5,19.5223,20.93481,17.58491,18.72863,15.80623,4.43399,3.646431,4.442059,8.488374,7.192673,10.6201,12.77751,17.2,18.6,18.3,3.44,4.35,3.68,6.55,5.44,5.35,11.2,11.1,12.1,2.308626,1.38189,2.34302,2.775015,3.277458,2.15,3.07,3.07
746.5495,16.43617,9.43607,8.64147,9.836776,18.53263,13.32311,16.42126,7.353278,6.998627,29.97659,26.23915,12.98726,12.57179,15.2959,33.7871,34.3,19.42058,20.88461,17.58951,18.61724,15.69099,4.438036,3.621604,4.335159,8.533751,7.202808,10.50982,12.73475,17.1,18.5,18.2,3.33,4.34,3.65,6.46,5.51,5.28,11.2,11,12,2.282154,1.302894,2.254288,2.756821,3.185544,2.07,2.94,2.97
747.5137,16.25352,9.315564,8.603155,9.831064,18.50102,13.3235,16.35511,7.410543,6.878618,29.82159,26.06452,12.96446,12.49077,15.30817,33.44281,34.1,19.35256,20.80401,17.60513,18.51209,15.62385,4.416609,3.646339,4.21476,8.622469,7.258466,10.44983,12.72864,17,18.6,18.2,3.25,4.33,3.63,6.38,5.6,5.2,11.2,10.9,11.9,2.297562,1.227294,2.167453,2.747,3.176407,2.01,2.8,2.87
748.478,16.11889,9.252575,8.56706,9.817883,18.47575,13.36492,16.31791,7.500883,6.815545,29.71913,25.895,12.97516,12.45174,15.3324,33.10231,33.9,19.31853,20.69632,17.63427,18.42997,15.61451,4.373448,3.714167,4.101252,8.737143,7.343429,10.44889,12.74819,17,18.7,18.2,3.22,4.32,3.62,6.33,5.69,5.13,11.2,10.8,11.8,2.352056,1.173382,2.091616,2.751484,3.259439,1.96,2.68,2.77
749.4422,16.04216,9.237233,8.527163,9.789799,18.44717,13.43027,16.30084,7.595603,6.805567,29.66418,25.73162,13.00388,12.44907,15.34897,32.79451,33.7,19.30777,20.56186,17.66853,18.37307,15.65306,4.313207,3.806236,4.005935,8.848197,7.436057,10.50192,12.77048,17,18.7,18.2,3.21,4.32,3.63,6.3,5.77,5.06,11.3,10.8,11.7,2.431181,1.153547,2.025773,2.770936,3.417976,1.94,2.59,2.7
750.4064,16.01286,9.245793,8.476562,9.741312,18.40157,13.49608,16.28623,7.661932,6.832678,29.63492,25.57004,13.02956,12.46583,15.33597,32.53109,33.5,19.30433,20.40025,17.69231,18.33075,15.71321,4.241712,3.896337,3.931611,8.922962,7.516365,10.593,12.77073,17,18.8,18.2,3.22,4.31,3.65,6.3,5.82,5.01,11.3,10.8,11.6,2.513043,1.170375,1.962461,2.800549,3.613442,1.93,2.55,2.66
751.3707,16.00867,9.252977,8.413781,9.673569,18.32871,13.54052,16.25584,7.674406,6.877566,29.60465,25.40645,13.0353,12.48456,15.27889,32.31119,33.3,19.29534,20.21522,17.69096,18.28833,15.76377,4.168283,3.960119,3.877332,8.938058,7.572376,10.70278,12.73556,17,18.8,18.1,3.23,4.3,3.65,6.34,5.83,4.97,11.4,10.8,11.6,2.576058,1.216762,1.895791,2.833399,3.800667,1.92,2.53,2.64
752.3349,16.00739,9.243477,8.346239,9.5966,18.22868,13.55071,16.19942,7.623815,6.926832,29.5537,25.24307,13.01515,12.49681,15.1771,32.12911,33.1,19.27691,20.01835,17.65855,18.23708,15.78223,4.107724,3.984439,3.843297,8.888598,7.603006,10.81612,12.67229,17,18.9,18,3.26,4.27,3.65,6.4,5.83,4.95,11.5,10.8,11.6,2.606777,1.279979,1.828931,2.86406,3.945566,1.91,2.53,2.66
753.2991,15.9961,9.217135,8.288239,9.52713,18.11396,13.52617,16.11948,7.519646,6.977777,29.47573,25.08988,12.97457,12.50614,15.04411,31.98057,32.9,19.25433,19.82846,17.60075,18.17953,15.76366,4.078816,3.972327,3.832553,8.789132,7.616149,10.92605,12.60883,16.9,18.9,17.9,3.3,4.24,3.63,6.48,5.81,4.96,11.5,10.8,11.7,2.604058,1.34702,1.776299,2.889972,4.035221,1.9,2.55,2.69
754.2634,15.97331,9.185954,8.254147,9.48246,18.00483,13.47751,16.02972,7.385281,7.036788,29.3761,24.96151,12.92449,12.52344,14.90146,31.86482,32.7,19.23627,19.66625,17.53119,18.1273,15.72059,4.097657,3.941088,3.848643,8.665957,7.623089,11.03235,12.58345,16.8,18.8,17.9,3.37,4.21,3.61,6.59,5.8,5.01,11.6,10.8,11.8,2.577314,1.408205,1.758553,2.910521,4.076625,1.89,2.56,2.75
755.2276,15.94466,9.16573,8.250518,9.473294,17.92076,13.42169,15.94814,7.248571,7.112976,29.26489,24.87093,12.87293,12.55749,14.76955,31.78256,32.6,19.22682,19.54657,17.46377,18.09286,15.67468,4.168023,3.914747,3.891024,8.545174,7.632143,11.13637,12.62892,16.6,18.9,17.8,3.46,4.18,3.6,6.71,5.8,5.1,11.6,10.8,11.9,2.539726,1.458104,1.79268,2.925355,4.087316,1.89,2.57,2.8
756.1918,15.91579,9.167508,8.271841,9.499106,17.87214,13.37625,15.88875,7.132404,7.211113,29.14956,24.82348,12.81932,12.60682,14.65996,31.73223,32.6,19.21998,19.47269,17.40544,18.08066,15.64537,4.274936,3.914788,3.95176,8.442865,7.64487,11.23576,12.75844,16.5,18.9,17.8,3.55,4.14,3.61,6.82,5.81,5.22,11.7,10.8,12,2.500183,1.494557,1.882683,2.933711,4.084592,1.9,2.56,2.83
757.1561,15.88778,9.193343,8.302832,9.548708,17.85718,13.35474,15.85653,7.049289,7.327986,29.03219,24.81455,12.75556,12.65767,14.57307,31.70747,32.5,19.20045,19.43558,17.3541,18.08302,15.64159,4.387201,3.953485,4.016405,8.361833,7.656691,11.32292,12.95999,16.3,18.9,17.8,3.63,4.11,3.64,6.9,5.82,5.36,11.7,10.8,12,2.45858,1.517024,2.016177,2.935362,4.079095,1.92,2.53,2.81
758.1203,15.85767,9.237697,8.3262,9.60604,17.86549,13.36457,15.84831,7.001329,7.453942,28.91271,24.83212,12.67306,12.68968,14.50165,31.69771,32.5,19.15057,19.41896,17.30256,18.0836,15.6603,4.468832,4.031905,4.069479,8.295274,7.661212,11.38842,13.20158,16.2,19,17.8,3.66,4.07,3.68,6.92,5.84,5.5,11.7,10.8,12,2.407169,1.525841,2.168885,2.932595,4.074737,1.95,2.49,2.76
759.0845,15.82354,9.292683,8.331511,9.658398,17.88628,13.40773,15.85808,6.984011,7.578313,28.79539,24.86264,12.57179,12.68638,14.43785,31.69146,32.6,19.05994,19.40753,17.24627,18.06675,15.69168,4.493137,4.14217,4.101712,8.234336,7.65555,11.4273,13.44431,16,19,17.8,3.63,4.04,3.72,6.88,5.86,5.63,11.7,10.8,11.9,2.337182,1.523639,2.314578,2.931715,4.073371,1.97,2.44,2.67
760.0488,15.79019,9.353566,8.319922,9.702669,17.91624,13.4829,15.88313,6.990796,7.695291,28.69349,24.89681,12.46551,12.64452,14.37952,31.68035,32.5,18.93252,19.39409,17.18964,18.02727,15.72706,4.452558,4.272035,4.114724,8.175197,7.643458,11.44416,13.65636,15.9,19,17.7,3.55,4.02,3.75,6.8,5.87,5.71,11.6,10.8,11.8,2.246842,1.51829,2.435358,2.942856,4.080394,1.98,2.41,2.57
761.013,15.771,9.4212,8.302592,9.746096,17.96251,13.58699,15.92685,7.016017,7.806679,28.6279,24.93201,12.37961,12.57696,14.3325,31.66164,32.5,18.78744,19.38203,17.14663,17.97543,15.76482,4.360444,4.409613,4.119791,8.121989,7.634504,11.45308,13.82101,15.9,19,17.6,3.45,4.03,3.76,6.7,5.9,5.76,11.5,10.7,11.6,2.145951,1.523875,2.527306,2.97763,4.107141,2.01,2.4,2.49
761.9772,15.78377,9.500133,8.294378,9.801078,18.03849,13.71449,15.9964,7.055465,7.920041,28.6193,24.97036,12.34165,12.50701,14.30786,31.63779,32.5,18.65273,19.38172,17.13466,17.93406,15.8108,4.244975,4.546199,4.130818,8.084599,7.639788,11.47164,13.93605,16,19,17.5,3.36,4.07,3.76,6.61,5.95,5.76,11.4,10.7,11.5,2.054053,1.555704,2.599107,3.045193,4.167642,2.05,2.44,2.46
762.9415,15.84225,9.593865,8.306853,9.876848,18.15459,13.85578,16.09665,7.105663,8.043397,28.67744,25.01434,12.3691,12.45673,14.31576,31.61369,32.4,18.55504,19.40296,17.16487,17.92932,15.87343,4.138504,4.67633,4.155143,8.073293,7.666701,11.51188,14.00677,16.1,19,17.4,3.32,4.14,3.74,6.56,6.04,5.74,11.3,10.7,11.4,1.992884,1.620323,2.664534,3.147983,4.271024,2.13,2.53,2.5
763.9057,15.94752,9.700649,8.343713,9.97261,18.30865,13.99642,16.22417,7.163418,8.179558,28.79367,25.06308,12.46043,12.43547,14.35911,31.5932,32.5,18.51023,19.44767,17.23401,17.97982,15.95681,4.067019,4.795869,4.18768,8.093617,7.715623,11.57311,14.03825,16.3,18.9,17.4,3.34,4.24,3.72,6.57,6.15,5.7,11.3,10.7,11.3,1.977222,1.708993,2.732474,3.278697,4.414053,2.23,2.65,2.61
764.8699,16.08446,9.812774,8.399701,10.07583,18.48151,14.11935,16.36505,7.226541,8.323402,28.94107,25.11191,12.59431,12.43491,14.43045,31.57719,32.5,18.51941,19.50729,17.32321,18.08938,16.05623,4.043914,4.900175,4.212456,8.144267,7.780242,11.64118,14.03197,16.4,18.9,17.5,3.41,4.34,3.71,6.63,6.27,5.66,11.3,10.8,11.3,2.009238,1.801886,2.80005,3.420474,4.578741,2.35,2.78,2.76
765.8342,16.2258,9.919993,8.463229,10.16679,18.64067,14.20945,16.49808,7.295466,8.463549,29.08336,25.1553,12.73779,12.43371,14.51425,31.56414,32.6,18.57171,19.56619,17.40509,18.24682,16.159,4.069835,4.983948,4.211551,8.218543,7.851111,11.69558,13.98843,16.6,18.9,17.6,3.52,4.42,3.71,6.72,6.37,5.64,11.3,10.9,11.4,2.079091,1.879229,2.853876,3.551422,4.737247,2.45,2.9,2.92
766.7984,16.3428,10.01502,8.522032,10.22716,18.75115,14.25823,16.60196,7.374307,8.587327,29.18869,25.19131,12.85942,12.41003,14.59359,31.55257,32.7,18.65181,19.60972,17.45651,18.4318,16.25035,4.137573,5.04283,4.177022,8.308227,7.920195,11.72101,13.91324,16.7,18.8,17.8,3.64,4.48,3.74,6.82,6.44,5.63,11.3,11,11.5,2.170928,1.930663,2.879391,3.652243,4.862228,2.51,3,3.08
767.7626,16.41746,10.09778,8.569438,10.24821,18.78894,14.26599,16.6628,7.469727,8.68599,29.24183,25.22433,12.94121,12.35518,14.65759,31.54362,32.8,18.74791,19.63222,17.47071,18.62308,16.32114,4.238702,5.075379,4.119401,8.407838,7.983825,11.71733,13.82183,16.8,18.8,17.9,3.75,4.51,3.8,6.91,6.45,5.66,11.3,11.2,11.7,2.271116,1.958452,2.872013,3.713345,4.937462,2.55,3.07,3.21
768.7269,16.4505,10.17551,8.607477,10.23461,18.75138,14.24024,16.67831,7.587178,8.757156,29.24907,25.26419,12.9838,12.28106,14.70566,31.54192,32.9,18.85578,19.64082,17.46251,18.80445,16.37303,4.368363,5.083901,4.067616,8.51708,8.042456,11.7016,13.73854,16.8,18.7,18.1,3.86,4.53,3.88,6.99,6.43,5.72,11.3,11.3,11.8,2.374582,1.974828,2.842463,3.737793,4.963273,2.56,3.12,3.33
769.6911,16.46078,10.25836,8.644581,10.20192,18.65954,14.19134,16.65729,7.726001,8.803564,29.23337,25.32144,13.00279,12.21713,14.74653,31.55394,33,18.97738,19.6528,17.46336,18.96617,16.41821,4.525987,5.073498,4.059536,8.639954,8.097882,11.70065,13.68956,16.8,18.7,18.3,3.96,4.55,3.99,7.07,6.38,5.83,11.3,11.5,12,2.486033,1.995653,2.81292,3.738801,4.954018,2.59,3.17,3.44
770.6553,16.47654,10.35261,8.689444,10.16945,18.55167,14.12777,16.6157,7.876368,8.829647,29.22223,25.40142,13.01893,12.19808,14.79359,31.58495,33.1,19.11555,19.68786,17.50829,19.10263,16.47383,4.712245,5.050079,4.126953,8.780431,8.150277,11.73771,13.69294,16.9,18.8,18.6,4.08,4.58,4.11,7.14,6.33,5.97,11.4,11.6,12.1,2.6155,2.033153,2.806772,3.733284,4.929327,2.65,3.23,3.56
771.6196,16.52278,10.45562,8.745346,10.15237,18.47053,14.0542,16.57178,8.020657,8.838682,29.23461,25.50053,13.04778,12.2484,14.85968,31.63622,33.2,19.26847,19.75922,17.62054,19.20968,16.55417,4.924557,5.018851,4.281947,8.936812,8.197526,11.82062,13.75137,17,18.9,18.8,4.19,4.65,4.22,7.22,6.31,6.14,11.5,11.8,12.2,2.770813,2.090383,2.838219,3.734902,4.904106,2.74,3.3,3.69
772.5838,16.61089,10.55603,8.808718,10.15719,18.4502,13.97328,16.54295,8.139729,8.832667,29.27299,25.60743,13.09461,12.37141,14.95403,31.70435,33.3,19.42783,19.86805,17.80138,19.28465,16.66453,5.154248,4.984778,4.510945,9.098683,8.237553,11.93844,13.85207,17.2,19,19,4.31,4.74,4.31,7.29,6.33,6.31,11.6,12,12.3,2.951275,2.159606,2.907366,3.749999,4.882753,2.86,3.4,3.83
773.548,16.73529,10.63976,8.872801,10.1828,18.50785,13.89048,16.54509,8.221923,8.815189,29.32471,25.70908,13.15692,12.548,15.08206,31.78329,33.5,19.58191,20.00407,18.02983,19.32979,16.80013,5.387341,4.955082,4.779245,9.249782,8.272161,12.06853,13.97442,17.4,19.2,19.2,4.4,4.84,4.38,7.35,6.4,6.46,11.8,12.1,12.4,3.145911,2.225821,3.002811,3.778235,4.86085,2.99,3.51,3.95
774.5123,16.87813,10.69916,8.93402,10.22602,18.64277,13.81888,16.59307,8.270778,8.795328,29.37123,25.79856,13.23171,12.74581,15.24686,31.868,33.7,19.72216,20.15173,18.27248,19.35699,16.95021,5.60886,4.941991,5.044123,9.376231,8.309863,12.19015,14.1016,17.6,19.4,19.4,4.47,4.97,4.43,7.38,6.53,6.58,12,12.1,12.4,3.337146,2.274385,3.110107,3.817109,4.83334,3.09,3.63,4.05
775.4765,17.01893,10.74018,8.997142,10.28774,18.84116,13.78054,16.70045,8.307466,8.789619,29.40053,25.88046,13.32212,12.93433,15.45002,31.95791,33.9,19.84925,20.29906,18.49814,19.3898,17.10478,5.80854,4.962865,5.270825,9.475312,8.365808,12.29739,14.22959,17.8,19.5,19.5,4.52,5.11,4.49,7.39,6.7,6.68,12.2,12.1,12.5,3.508008,2.29901,3.221627,3.867407,4.804116,3.16,3.75,4.13
776.4407,17.14392,10.78327,9.075999,10.37589,19.08323,13.8027,16.87731,8.365882,8.819861,29.41593,25.97047,13.43847,13.09861,15.69057,32.05835,34,19.9751,20.44445,18.69022,19.45995,17.26044,5.98523,5.036152,5.444529,9.559209,8.458353,12.40458,14.36862,18,19.6,19.6,4.57,5.26,4.58,7.39,6.91,6.78,12.4,12.1,12.6,3.64926,2.305764,3.342226,3.935909,4.790472,3.22,3.87,4.2
777.405,17.25058,10.85683,9.189066,10.50348,19.34909,13.90957,17.12679,8.48157,8.906955,29.43723,26.08882,13.59339,13.24529,15.9625,32.17939,34.1,20.11907,20.59834,18.8515,19.59855,17.42187,6.147995,5.174706,5.573476,9.651459,8.603602,12.54126,14.53647,18.2,19.7,19.8,4.64,5.45,4.71,7.41,7.16,6.9,12.7,12.1,12.8,3.76315,2.310898,3.487028,4.033494,4.818946,3.3,3.98,4.29
778.3692,17.34612,10.9861,9.352049,10.6834,19.62252,14.11343,17.44253,8.678751,9.063641,29.49393,26.25064,13.7947,13.39846,16.25297,32.33251,34.1,20.29992,20.77923,19.00029,19.82535,17.59892,6.313687,5.380719,5.682788,9.778324,8.810338,12.73908,14.7478,18.5,19.8,19.9,4.77,5.68,4.89,7.47,7.43,7.07,12.9,12.1,13.1,3.862381,2.333586,3.672569,4.169855,4.914958,3.43,4.11,4.44
779.3334,17.44234,11.18289,9.571563,10.92337,19.89303,14.40921,17.80936,8.961075,9.290113,29.61479,26.45827,14.04057,13.58847,16.54358,32.52704,34.2,20.52761,21.00649,19.16135,20.14151,17.80126,6.502181,5.64539,5.802777,9.959632,9.07792,13.01701,15.00587,18.9,19.9,20.2,4.95,5.92,5.12,7.58,7.73,7.3,13.2,12.3,13.5,3.965373,2.387279,3.906822,4.348654,5.092508,3.64,4.26,4.67
780.2977,17.5511,11.44136,9.843437,11.2236,20.15768,14.77589,18.2083,9.310521,9.575445,29.81887,26.69999,14.32002,13.83974,16.81548,32.76812,34.3,20.79904,21.29375,19.3569,20.53007,18.03415,6.731453,5.952983,5.95783,10.20337,9.398565,13.3726,15.30179,19.2,20.2,20.5,5.19,6.19,5.4,7.76,8.04,7.59,13.5,12.5,14,4.090468,2.473988,4.184185,4.566905,5.349312,3.93,4.45,4.97
781.2619,17.68387,11.7423,10.15672,11.57824,20.42337,15.1848,18.62484,9.695532,9.904964,30.11263,26.95644,14.61853,14.16379,17.05735,33.05702,34.5,21.10032,21.64608,19.60217,20.96497,18.29826,7.014571,6.286736,6.161103,10.5063,9.763313,13.78383,15.62204,19.6,20.6,20.8,5.47,6.44,5.72,7.98,8.35,7.93,13.9,12.8,14.4,4.252169,2.584315,4.48807,4.819341,5.669177,4.29,4.67,5.35
782.2261,17.85531,12.06444,10.50159,11.97968,20.7098,15.61184,19.05765,10.08526,10.27066,30.49338,27.21222,14.92712,14.56004,17.27313,33.39386,34.7,21.41475,22.06204,19.90729,21.42502,18.59389,7.359844,6.635029,6.416658,10.86052,10.16909,14.22077,15.96118,19.9,21,21.2,5.78,6.68,6.07,8.26,8.67,8.29,14.2,13.2,14.8,4.461209,2.703219,4.799603,5.105117,6.030955,4.69,4.93,5.77
783.1904,18.08794,12.3978,10.87714,12.42393,21.05135,16.04883,19.52372,10.46395,10.67968,30.95692,27.46742,15.25128,15.02275,17.48594,33.7811,34.9,21.73313,22.53893,20.28384,21.90717,18.92784,7.773785,6.996866,6.726445,11.26296,10.62368,14.66157,16.33321,20.2,21.5,21.7,6.11,6.92,6.47,8.57,9.01,8.66,14.5,13.7,15.2,4.727963,2.818839,5.108295,5.433055,6.421123,5.08,5.25,6.19
784.1546,18.41376,12.75259,11.29506,12.91441,21.49579,16.50937,20.05717,10.83952,11.15639,31.50485,27.74367,15.6151,15.5497,17.73567,34.22635,35.2,22.06183,23.07827,20.75151,22.43276,19.31918,8.264964,7.385313,7.097118,11.72331,11.14604,15.10541,16.77492,20.5,22.1,22.2,6.47,7.18,6.94,8.94,9.38,9.06,14.9,14.2,15.5,5.066203,2.930282,5.419603,5.822479,6.844121,5.45,5.63,6.63
785.1188,18.87019,13.15916,11.77708,13.46229,22.09811,17.02643,20.70144,11.24275,11.7362,32.14784,28.08177,16.05746,16.14775,18.06985,34.74293,35.6,22.42474,23.68823,21.34042,23.04409,19.80061,8.846075,7.826693,7.542371,12.26582,11.76133,15.57667,17.33846,21,22.9,22.7,6.89,7.5,7.49,9.39,9.82,9.49,15.3,14.7,15.9,5.493803,3.050872,5.755545,6.299166,7.324032,5.81,6.08,7.09
