Wave Number,A_100 c,A_50 a,A_50 b,A_50 c,B_100 a,B_100 b,B_100 c,B_50 b,B_50 c,D_100 a,D_100 c,D_50 a,D_50 b,D_50 c,M_100 b,M_100 c,M_50 a,M_50 c,T2_100 a,T2_100 b,T2_100 c,T2_25 a,T2_25 b,T2_25 c,T2_50 b,T2_50 c,T2_75 b,T2_75 c,T_100 a,T_100 b,T_100 c,T_25 a,T_25 b,T_25 c,T_50 a,T_50 b,T_50 c,T_75 a,T_75 b,T_75 c,V1_0 a,V1_0 b,V2_0 d,V2_0 e,V2_0 f,V_0 a,V_0 b,V_0 c
1214.203,15.19218,8.7068,7.674613,9.301243,17.04473,12.73125,15.81324,7.164381,8.333213,26.26061,23.20645,11.61922,11.91403,14.04312,29.37719,30.4,17.55109,18.30535,16.65294,18.39328,15.40766,5.124877,3.954776,4.071013,8.441445,7.427337,10.53026,13.07713,15.9,17.8,17.5,4.11,4.13,4.06,5.99,6.16,6.21,11.2,10.1,11.8,2.657439,1.822453,2.691812,3.249442,3.711665,2.37,3.18,3.38
1215.167,15.25686,8.712993,7.710207,9.394805,17.2803,12.70094,15.88137,7.168949,8.360187,26.26693,23.19133,11.74789,11.9744,14.17793,29.43067,30.3,17.5964,18.35956,16.6931,18.44775,15.29229,5.106219,4.050053,4.089478,8.501195,7.556587,10.56253,13.0081,15.9,17.8,17.6,4.15,4.12,4.12,6,6.31,6.13,11.2,10.2,11.7,2.638526,1.878431,2.707804,3.301173,3.608316,2.38,3.3,3.33
1216.131,15.31,8.772156,7.763432,9.519164,17.51861,12.66391,15.92139,7.174881,8.32628,26.258,23.17652,11.89264,12.01425,14.31267,29.50733,30.2,17.64831,18.44221,16.7425,18.47204,15.19335,5.065382,4.163225,4.144786,8.574119,7.704254,10.6166,12.94079,15.9,17.8,17.7,4.21,4.1,4.19,6.05,6.43,6.03,11.2,10.4,11.7,2.620157,1.919219,2.719811,3.338306,3.533025,2.38,3.42,3.25
1217.095,15.34693,8.883765,7.828333,9.669165,17.73749,12.62843,15.9403,7.183088,8.235928,26.25413,23.17978,12.03364,12.04687,14.43936,29.60539,30.2,17.70932,18.54002,16.8026,18.4726,15.12753,5.013025,4.297644,4.231315,8.63975,7.842614,10.69788,12.8937,16,17.7,17.8,4.26,4.08,4.29,6.15,6.5,5.92,11.1,10.6,11.6,2.605129,1.944711,2.738499,3.361217,3.50455,2.38,3.53,3.17
1218.06,15.36776,9.042971,7.903264,9.836379,17.91998,12.60235,15.94685,7.197547,8.105383,26.27839,23.21582,12.15643,12.08801,14.55428,29.72095,30.2,17.77733,18.63543,16.87165,18.46554,15.10861,4.964183,4.452666,4.343946,8.678367,7.951679,10.80547,12.8776,16.1,17.7,17.9,4.29,4.07,4.4,6.29,6.54,5.83,11.1,10.9,11.5,2.598818,1.960477,2.778283,3.375448,3.536617,2.38,3.59,3.11
1219.024,15.37598,9.237622,7.987448,10.00736,18.05694,12.59094,15.94758,7.223316,7.957455,26.34472,23.29091,12.25416,12.14933,14.65552,29.84746,30.3,17.84403,18.71152,16.9428,18.46888,15.14243,4.931994,4.62008,4.476999,8.676823,8.02069,10.92864,12.89259,16.2,17.7,18,4.3,4.06,4.51,6.45,6.55,5.75,11.1,11,11.4,2.607095,1.974639,2.850876,3.387891,3.632044,2.38,3.61,3.09
1219.988,15.37801,9.448174,8.077707,10.16446,18.14791,12.59598,15.94583,7.264343,7.815403,26.45052,23.40093,12.32833,12.23446,14.74059,29.9761,30.4,17.89703,18.75709,17.00534,18.49549,15.2234,4.924749,4.785735,4.623144,8.633771,8.047875,11.04861,12.92973,16.3,17.7,18,4.3,4.07,4.62,6.61,6.55,5.7,11.1,11.1,11.4,2.63486,1.994187,2.959837,3.404055,3.78011,2.38,3.59,3.12
1220.952,15.38384,9.651798,8.1679,10.28954,18.20045,12.61684,15.94403,7.322277,7.698688,26.57773,23.53353,12.38798,12.33906,14.80595,30.09737,30.4,17.92538,18.77044,17.04886,18.54994,15.33503,4.946383,4.935601,4.77357,8.562547,8.039605,11.14569,12.97665,16.4,17.7,18.1,4.28,4.08,4.73,6.74,6.55,5.68,11.2,11.2,11.4,2.684696,2.022808,3.098154,3.427671,3.959358,2.39,3.55,3.18
1221.917,15.40751,9.829429,8.251527,10.36945,18.22789,12.65262,15.94767,7.396767,7.621498,26.70151,23.67302,12.44748,12.45409,14.84879,30.20389,30.5,17.9262,18.76083,17.06846,18.62999,15.45468,4.998414,5.062185,4.919718,8.490079,8.009103,11.20875,13.02448,16.4,17.7,18.1,4.24,4.11,4.82,6.85,6.56,5.69,11.3,11.2,11.4,2.756871,2.06087,3.249736,3.462172,4.144818,2.4,3.51,3.26
1222.881,15.4658,9.972569,8.32579,10.40126,18.24603,12.70436,15.96819,7.486697,7.593419,26.80212,23.8058,12.52289,12.57021,14.86982,30.2929,30.5,17.90932,18.74669,17.06809,18.731,15.56108,5.081505,5.167496,5.055663,8.451145,7.974323,11.24235,13.07295,16.5,17.8,18.2,4.21,4.15,4.9,6.91,6.57,5.73,11.3,11.2,11.5,2.85152,2.106687,3.394384,3.512592,4.316373,2.44,3.48,3.33
1223.845,15.57416,10.08645,8.394298,10.3949,18.26955,12.77625,16.02233,7.591071,7.62097,26.87395,23.92359,12.62731,12.681,14.87495,30.36737,30.5,17.89711,18.75077,17.06053,18.85,15.64149,5.196227,5.261378,5.179676,8.479006,7.954506,11.26775,13.13126,16.5,17.9,18.2,4.17,4.21,4.98,6.96,6.6,5.81,11.4,11.2,11.6,2.970787,2.157815,3.514299,3.586185,4.464856,2.51,3.47,3.39
1224.809,15.74066,10.18768,8.466434,10.37143,18.30895,12.87529,16.12767,7.708825,7.709004,26.92803,24.02409,12.76654,12.78353,14.87432,30.43484,30.5,17.91893,18.79374,17.06384,18.98715,15.69567,5.342878,5.356557,5.293975,8.595221,7.965732,11.31648,13.21469,16.5,18.1,18.2,4.14,4.3,5.05,7,6.64,5.94,11.5,11.2,11.8,3.118206,2.211735,3.599372,3.69095,4.59355,2.6,3.51,3.42
1225.774,15.96076,10.29716,8.553345,10.357,18.36963,13.0097,16.29593,7.838048,7.861126,26.98746,24.10965,12.93647,12.87652,14.87904,30.50461,30.6,18.00188,18.88828,17.09617,19.1444,15.73524,5.520243,5.463036,5.40276,8.802569,8.016747,11.41931,13.33856,16.5,18.2,18.3,4.13,4.41,5.12,7.05,6.7,6.1,11.6,11.2,12,3.295445,2.26597,3.64932,3.832462,4.714465,2.72,3.58,3.45
1226.738,16.21575,10.43165,8.662789,10.37453,18.45325,13.18654,16.52745,7.975652,8.078759,27.07842,24.18587,13.12363,12.95799,14.89736,30.58478,30.8,18.16151,19.03595,17.171,19.32287,15.77961,5.723736,5.584529,5.50967,9.084218,8.107016,11.59496,13.5125,16.5,18.4,18.4,4.14,4.54,5.2,7.14,6.78,6.29,11.7,11.3,12.2,3.498925,2.318233,3.672661,4.01025,4.84102,2.85,3.7,3.48
1227.702,16.47669,10.59792,8.795835,10.43686,18.56105,13.40918,16.80982,8.118199,8.359128,27.22155,24.26118,13.3095,13.02464,14.9328,30.68058,31,18.39634,19.22794,17.29495,19.52141,15.8505,5.944525,5.718549,5.616142,9.409926,8.228375,11.84369,13.73735,16.6,18.6,18.6,4.17,4.67,5.28,7.27,6.89,6.5,11.8,11.4,12.5,3.718638,2.367189,3.68403,4.215739,4.980856,2.98,3.84,3.54
1228.666,16.71317,10.79219,8.947531,10.54385,18.6971,13.67541,17.1216,8.26377,8.693372,27.4273,24.34742,13.47729,13.07434,14.98486,30.79453,31.2,18.68826,19.44941,17.46845,19.73775,15.96742,6.171089,5.859823,5.721577,9.747063,8.370127,12.14833,14.00608,16.8,18.8,18.8,4.24,4.81,5.38,7.44,7.05,6.72,12,11.5,12.7,3.940533,2.413808,3.70139,4.433834,5.132759,3.1,4.01,3.63
1229.63,16.90361,11.00459,9.111329,10.68467,18.86979,13.97694,17.43986,8.414172,9.066132,27.69623,24.46007,13.61879,13.11087,15.05184,30.9279,31.5,19.00866,19.68604,17.68842,19.9719,16.14537,6.393174,6.005084,5.825231,10.07204,8.525319,12.48207,14.30795,17.1,19,19.1,4.34,4.95,5.49,7.64,7.25,6.93,12.1,11.7,12.9,4.152339,2.462247,3.743657,4.64846,5.28877,3.2,4.19,3.74
1230.595,17.04308,11.22558,9.284829,10.84372,19.09023,14.30062,17.74805,8.576219,9.457278,28.02226,24.61684,13.73839,13.14819,15.13371,31.08251,31.7,19.32771,19.93007,17.95141,20.22947,16.39432,6.606194,6.156495,5.928777,10.37751,8.695335,12.81969,14.63337,17.5,19.2,19.4,4.5,5.1,5.61,7.89,7.5,7.15,12.3,12,13.1,4.349971,2.519054,3.828177,4.849468,5.439241,3.29,4.38,3.9
1231.559,17.14504,11.45036,9.473331,11.0076,19.36834,14.63095,18.04087,8.760803,9.845194,28.396,24.83413,13.85197,13.21129,15.2334,31.26149,32,19.62311,20.18315,18.25523,20.5222,16.71926,6.813646,6.321793,6.038066,10.67245,8.89047,13.14701,14.97641,18,19.4,19.8,4.7,5.27,5.75,8.18,7.78,7.36,12.6,12.2,13.3,4.539802,2.590633,3.967541,5.036838,5.577462,3.39,4.57,4.1
1232.523,17.23632,11.67906,9.688914,11.1702,19.70819,14.95312,18.324,8.97929,10.21054,28.80595,25.12176,13.98115,13.3319,15.35567,31.46889,32.2,19.88519,20.4549,18.59862,20.86436,17.11975,7.025894,6.511084,6.162695,10.97534,9.126266,13.4646,15.33389,18.5,19.6,20.2,4.95,5.47,5.92,8.5,8.07,7.57,12.9,12.5,13.5,4.734195,2.680387,4.166295,5.219666,5.70221,3.51,4.77,4.33
1233.487,17.34739,11.91281,9.945005,11.33449,20.10513,15.25611,18.60943,9.238607,10.53935,29.23768,25.47837,14.14491,13.53985,15.50429,31.70813,32.4,20.11711,20.75756,18.97938,21.26628,17.58865,7.255666,6.732131,6.313152,11.3038,9.417261,13.7843,15.70243,19,19.9,20.6,5.25,5.69,6.14,8.86,8.38,7.79,13.3,12.8,13.7,4.943088,2.787061,4.41883,5.410547,5.818346,3.66,4.97,4.61
1234.452,17.50191,12.14875,10.24903,11.51056,20.54591,15.53534,18.9091,9.537725,10.82506,29.67295,25.88968,14.35262,13.85314,15.67936,31.9804,32.7,20.33068,21.09945,19.39254,21.72832,18.11083,7.512197,6.986748,6.496738,11.66537,9.770851,14.12066,16.07613,19.5,20.2,21,5.59,5.94,6.4,9.25,8.68,8.02,13.6,13.2,14,5.167946,2.9049,4.709448,5.618632,5.935893,3.86,5.16,4.92
1235.416,17.70996,12.37725,10.59687,11.71163,21.01231,15.79432,19.23001,9.867673,11.06924,30.09112,26.33129,14.60136,14.27052,15.87641,32.28356,33,20.54038,21.47984,19.83001,22.23891,18.66315,7.79667,7.270084,6.71462,12.05354,10.18372,14.48169,16.44671,19.9,20.6,21.4,5.94,6.21,6.71,9.65,8.98,8.25,14,13.6,14.3,5.401845,3.025418,5.014908,5.845228,6.067731,4.09,5.34,5.26
1236.38,17.96741,12.58405,10.97193,11.94952,21.48617,16.04451,19.5731,10.21502,11.28113,30.47373,26.77535,14.87842,14.76985,16.08807,32.61214,33.3,20.75798,21.88729,20.28221,22.77771,19.21659,8.100962,7.572934,6.961762,12.45042,10.6419,14.86326,16.80595,20.3,21.1,21.8,6.29,6.49,7.04,10,9.28,8.48,14.3,14,14.6,5.633751,3.140465,5.30924,6.084148,6.22628,4.37,5.5,5.63
1237.344,18.26075,12.75694,11.34954,12.23131,21.95388,16.30275,19.93546,10.56679,11.47603,30.81082,27.19852,15.16755,15.31305,16.30752,32.95835,33.7,20.98963,22.30189,20.74044,23.32243,19.74096,8.410184,7.885736,7.229712,12.83412,11.1241,15.24957,17.1493,20.6,21.6,22.1,6.61,6.77,7.39,10.4,9.59,8.71,14.6,14.5,14.9,5.853195,3.245656,5.569857,6.326244,6.420401,4.67,5.65,6
1238.309,18.57501,12.89398,11.70457,12.5578,22.40823,16.58653,20.3141,10.9142,11.67239,31.1056,27.58776,15.45518,15.85622,16.53183,33.31372,34,21.23568,22.70061,21.19869,23.85568,20.21068,8.70793,8.202044,7.510324,13.18725,11.60662,15.61895,17.47841,20.9,22.1,22.5,6.9,7.04,7.72,10.8,9.9,8.95,14.8,14.9,15.3,6.053587,3.342418,5.783116,6.565211,6.653733,4.99,5.8,6.37
1239.273,18.90036,13.00852,12.01884,12.92345,22.847,16.90802,20.70824,11.25374,11.88801,31.37416,27.94127,15.73401,16.36086,16.76328,33.67059,34.4,21.49254,23.06345,21.65337,24.36843,20.60983,8.982124,8.519499,7.798306,13.50245,12.06813,15.95165,17.80078,21.2,22.7,22.8,7.16,7.32,8.02,11,10.2,9.2,14.9,15.3,15.7,6.234282,3.437143,5.947102,6.801207,6.924529,5.33,5.94,6.72
1240.237,19.23466,13.12759,12.28513,13.31753,23.26934,17.26886,21.11877,11.5854,12.13599,31.6393,28.2647,16.00256,16.80245,17.00789,34.02288,34.7,21.75498,23.3784,22.10124,24.8583,20.93442,9.229331,8.837591,8.091516,13.78311,12.49301,16.23604,18.12617,21.6,23.2,23.1,7.41,7.6,8.29,11.3,10.6,9.47,15.1,15.7,16.1,6.401262,3.537458,6.070526,7.040358,7.226225,5.67,6.1,7.04
1241.201,19.58127,13.28351,12.50659,13.72592,23.67187,17.6574,21.54487,11.90917,12.4218,31.92043,28.5645,16.26212,17.17372,17.27193,34.36639,35,22.01799,23.64379,22.53657,25.32431,21.19106,9.45608,9.153843,8.389378,14.03953,12.87296,16.4709,18.46141,21.9,23.7,23.4,7.64,7.89,8.52,11.5,10.9,9.78,15.3,16.1,16.6,6.565979,3.64749,6.168431,7.290671,7.548327,6,6.28,7.33
1242.166,19.94382,13.50191,12.69261,14.13328,24.04706,18.05006,21.97998,12.22209,12.74232,32.2244,28.8424,16.51343,17.48241,17.55823,34.69905,35.3,22.27769,23.86764,22.9494,25.76142,21.39325,9.676928,9.461238,8.690576,14.28335,13.20744,16.66359,18.80679,22.2,24.2,23.7,7.89,8.19,8.71,11.7,11.2,10.1,15.5,16.4,17,6.742422,3.764675,6.257146,7.55687,7.877955,6.31,6.48,7.6
1243.13,20.32123,13.79148,12.85391,14.52548,24.38509,18.41691,22.40961,12.51743,13.08762,32.54175,29.09376,16.75543,17.74573,17.86426,35.02145,35.6,22.53154,24.0649,23.32655,26.15855,21.55694,9.910053,9.748907,8.991371,14.5229,13.50343,16.82585,19.15602,22.6,24.6,23.9,8.15,8.48,8.88,11.9,11.5,10.4,15.8,16.7,17.4,6.943048,3.87998,6.350945,7.83683,8.202158,6.6,6.68,7.85
1244.094,20.7058,14.13998,12.99941,14.89182,24.67859,18.73041,22.81296,12.78703,13.44474,32.85087,29.31083,16.98692,17.98407,18.18277,35.33704,35.8,22.77822,24.2538,23.6553,26.50201,21.69728,10.17198,10.00574,9.285625,14.7615,13.77467,16.96972,19.4995,22.9,24.9,24.2,8.42,8.76,9.02,12.1,11.8,10.8,16.1,17,17.7,7.174659,3.981615,6.461404,8.121419,8.510669,6.84,6.89,8.08
1245.058,21.0853,14.51862,13.13615,15.22687,24.92795,18.97433,23.16813,13.02594,13.8022,33.12827,29.48899,17.2098,18.21631,18.50467,35.65152,36,23.01756,24.45236,23.92857,26.78272,21.82754,10.47323,10.22491,9.566889,14.99855,14.0399,17.10504,19.82852,23.1,25.2,24.5,8.68,9.03,9.16,12.3,12,11.1,16.4,17.2,18,7.435781,4.060406,6.598534,8.397962,8.79828,7.03,7.09,8.31
1246.022,21.44772,14.89318,13.27144,15.53119,25.14435,19.14994,23.45911,13.23717,14.15349,33.36038,29.63278,17.43133,18.45717,18.82249,35.97076,36.3,23.25055,24.6756,24.14901,27.00336,21.95958,10.81624,10.40725,9.831857,15.23221,14.31953,17.23917,20.13816,23.3,25.4,24.7,8.94,9.28,9.3,12.4,12.2,11.3,16.7,17.3,18.2,7.717186,4.114118,6.771863,8.655938,9.066252,7.19,7.27,8.53
1246.987,21.78623,15.23723,13.41526,15.81095,25.34884,19.27687,23.68167,13.43412,14.49828,33.55134,29.75848,17.66345,18.71653,19.13273,36.29806,36.5,23.4792,24.9338,24.32994,27.18153,22.10496,11.19644,10.56221,10.0836,15.4621,14.63117,17.37844,20.42785,23.5,25.5,25,9.19,9.53,9.46,12.6,12.3,11.6,17.1,17.5,18.4,8.005751,4.148639,6.990099,8.892227,9.322128,7.33,7.46,8.75
1247.951,22.10217,15.542,13.5809,16.07656,25.5679,19.38851,23.84582,13.63939,14.84128,33.72321,29.89166,17.9189,19.00004,19.43629,36.63204,36.7,23.7065,25.23186,24.49258,27.34658,22.2755,11.60566,10.70629,10.33275,15.69106,14.98505,17.52993,20.7001,23.7,25.6,25.2,9.43,9.78,9.65,12.8,12.4,11.7,17.4,17.7,18.6,8.289623,4.175959,7.259361,9.11341,9.57762,7.47,7.65,8.96
1248.915,22.40508,15.8191,13.78312,16.34113,25.82746,19.5233,23.97433,13.88015,15.18974,33.9088,30.0607,18.20624,19.31053,19.73725,36.96649,36.9,23.93663,25.56988,24.66136,27.53127,22.48273,12.03678,10.85939,10.59583,15.92592,15.38132,17.70309,20.9593,23.9,25.7,25.6,9.67,10,9.88,13,12.6,11.9,17.7,17.9,18.8,8.562181,4.210624,7.581036,9.334367,9.844977,7.63,7.87,9.18
1249.879,22.71032,16.09551,14.03489,16.61938,26.14816,19.71542,24.09874,14.18211,15.55142,34.14106,30.28949,18.52682,19.64987,20.04167,37.29309,37.1,24.17585,25.94494,24.85961,27.76222,22.73692,12.48779,11.04112,10.89103,16.17747,15.81094,17.91057,21.21236,24.1,25.8,26,9.92,10.3,10.2,13.2,12.7,12.1,18.1,18.2,19.1,8.823811,4.266927,7.950706,9.574471,10.13336,7.84,8.13,9.41
1250.844,23.03592,16.40372,14.34463,16.92748,26.54365,19.98819,24.25468,14.56472,15.93403,34.44435,30.59252,18.87587,20.02099,20.35772,37.6064,37.4,24.43411,26.35391,25.10777,28.05365,23.04638,12.96399,11.26869,11.2334,16.46018,16.26062,18.16826,21.47191,24.4,26,26.4,10.2,10.6,10.5,13.5,12.9,12.3,18.4,18.4,19.4,9.082297,4.357965,8.359249,9.853458,10.44711,8.09,8.45,9.67
1251.808,23.39997,16.77169,14.71557,17.28335,27.0223,20.35213,24.47848,15.03922,16.34678,34.83179,30.97454,19.24769,20.42991,20.69726,37.90948,37.7,24.72685,26.79647,25.42431,28.40796,23.41797,13.47771,11.55789,11.63137,16.79189,16.72012,18.4947,21.76036,24.7,26.2,27,10.5,11,10.9,13.9,13.1,12.5,18.8,18.7,19.7,9.352759,4.496207,8.79609,10.18875,10.78737,8.41,8.83,9.99
1252.772,23.81942,17.21665,15.1476,17.70665,27.59112,20.80789,24.8056,15.60992,16.80265,35.3091,31.43424,19.64298,20.88737,21.07796,38.21775,38.1,25.07581,27.27747,25.82776,28.82266,23.85882,14.04587,11.92588,12.08637,17.1932,17.18933,18.90928,22.11226,25.1,26.6,27.5,10.9,11.3,11.4,14.3,13.4,12.8,19.2,19,20.2,9.656829,4.694202,9.253397,10.5948,11.1566,8.78,9.27,10.4
1253.736,24.31005,17.74451,15.64016,18.2175,28.25954,21.35208,25.26977,16.27739,17.31977,35.88168,31.96995,20.07451,21.40909,21.52356,38.55892,38.5,25.50785,27.80764,26.338,29.30029,24.37838,14.68609,12.39327,12.59557,17.68601,17.68178,19.42939,22.57186,25.6,27.1,28.1,11.3,11.8,12,14.8,13.9,13.2,19.7,19.4,20.7,10.02017,4.964033,9.729203,11.08389,11.56363,9.23,9.77,10.9
1254.701,24.88628,18.35353,16.19453,18.83372,29.04122,21.98304,25.90175,17.0413,17.92035,36.56023,32.58408,20.56783,22.01363,22.06086,38.96835,39,26.05111,28.40217,26.97524,29.85569,24.98948,15.41274,12.9831,13.15658,18.29085,18.22302,20.06703,23.18579,26.1,27.8,28.7,11.8,12.3,12.6,15.3,14.4,13.8,20.2,19.9,21.3,10.46782,5.314827,10.22776,11.66721,12.02649,9.77,10.3,11.5
1255.665,25.56036,19.03922,16.8137,19.56697,29.95282,22.70432,26.72658,17.9013,18.62662,37.36092,33.28408,21.15544,22.71803,22.71333,39.48124,39.6,26.72911,29.07756,27.7567,30.51672,25.70745,16.23377,13.71593,13.77143,19.02332,18.84404,20.8257,23.99219,26.9,28.6,29.4,12.3,13,13.3,16,15,14.4,20.8,20.5,22.1,11.01835,5.748907,10.75688,12.35415,12.57041,10.4,10.9,12.2
1256.629,26.34025,19.7978,17.49999,20.41957,31.01055,23.52413,27.75932,18.85553,19.45536,38.29945,34.07957,21.86648,23.53237,23.49356,40.12414,40.4,27.55411,29.84767,28.69234,31.31787,26.54681,17.14941,14.60253,14.44791,19.89109,19.57246,21.69917,25.01035,27.7,29.6,30.2,12.9,13.7,14.1,16.7,15.8,15.1,21.5,21.2,22.9,11.67881,6.258367,11.32349,13.1493,13.22087,11.1,11.6,12.9
1257.593,27.22735,20.62693,18.25148,21.38286,32.22588,24.45155,29.00045,19.89773,20.41283,39.3822,34.97728,22.7162,24.45555,24.39745,40.90886,41.3,28.5219,30.7201,29.78163,32.29006,27.51668,18.15254,15.63719,15.19708,20.89271,20.42467,22.67307,26.23454,28.8,30.8,31.1,13.6,14.6,14.9,17.6,16.6,16,22.2,22.2,23.9,12.44267,6.824414,11.93,14.04814,13.99411,11.9,12.3,13.8
1258.557,28.21461,21.52392,19.05954,22.4385,33.60207,25.49101,30.43245,21.01462,21.49236,40.59898,35.97644,23.70002,25.47436,25.40324,41.83023,42.3,29.61025,31.69374,31.01276,33.45101,28.61642,19.23087,16.79486,16.02792,22.01853,21.40174,23.72894,27.63503,30,32.1,32.2,14.4,15.5,15.8,18.6,17.6,16.9,23.1,23.2,24.9,13.29159,7.420714,12.57326,15.03389,14.88865,12.8,13,14.7
1259.522,29.28649,22.48261,19.90936,23.56178,35.13222,26.63757,32.01947,22.1853,22.67526,41.92158,37.06675,24.79436,26.56627,26.47603,42.86794,43.4,30.78196,32.75812,32.36456,34.80005,29.83331,20.36949,18.03381,16.94149,23.25313,22.48997,24.84981,29.16564,31.3,33.6,33.4,15.2,16.4,16.7,19.6,18.6,17.9,24.2,24.5,26.1,14.20067,8.019986,13.24694,16.07771,15.88194,13.8,13.8,15.7
1260.486,30.42103,23.49102,20.78374,24.72601,36.79887,27.8747,33.71108,23.38322,23.93425,43.30935,38.22925,25.96354,27.70483,27.57628,43.99111,44.5,31.99213,33.89458,33.80999,36.31823,31.14347,21.55314,19.30315,17.92737,24.57795,23.66495,26.02509,30.77464,32.7,35.2,34.7,16,17.4,17.6,20.6,19.7,18.9,25.4,25.8,27.4,15.14486,8.601073,13.9459,17.14313,16.93398,14.7,14.7,16.7
1261.45,31.59357,24.53112,21.66864,25.90611,38.57428,29.17559,35.44936,24.58031,25.23804,44.71974,39.43948,27.16934,28.86548,28.66889,45.16427,45.6,33.19727,35.07918,35.31922,37.97245,32.51579,22.76737,20.55304,18.96386,25.97271,24.8969,27.25229,32.41426,34.2,36.8,36.1,16.8,18.3,18.5,21.7,20.9,19.9,26.7,27.2,28.8,16.10401,9.153358,14.67013,18.19328,17.99711,15.5,15.5,17.8
1262.414,32.78076,25.58149,22.5577,27.08061,40.42146,30.50754,37.17748,25.75165,26.55564,46.11912,40.67138,28.37893,30.02931,29.72937,46.35308,46.7,34.36337,36.28647,36.8615,39.72095,33.91778,23.99863,21.74431,20.02204,27.41526,26.15521,28.53476,34.04585,35.7,38.5,37.6,17.7,19.1,19.5,22.8,22,20.8,28.1,28.7,30.2,17.06468,9.67659,15.42577,19.19883,19.02868,16.4,16.4,18.9
1263.379,33.96354,26.6216,23.45334,28.23214,42.29622,31.83817,38.8474,26.87938,27.85962,47.48919,41.90073,29.56853,31.1839,30.7453,47.52912,47.7,35.47106,37.49368,38.40556,41.51825,35.3214,25.23399,22.85481,21.07216,28.88076,27.41121,29.87555,35.64047,37.1,40.2,39,18.6,20,20.4,23.8,23.1,21.8,29.5,30.1,31.6,18.01862,10.17659,16.22233,20.14386,20.0022,17.2,17.4,20
1264.343,35.1284,27.63617,24.36403,29.3475,44.15126,33.14121,40.42505,27.95465,29.12833,48.82687,43.10759,30.72228,32.32193,31.71346,48.67337,48.6,36.51673,38.68436,39.92012,43.31876,36.707,26.46157,23.8812,22.0904,30.34173,28.64007,31.27038,37.17736,38.6,41.9,40.5,19.4,20.9,21.3,24.8,24.2,22.8,31,31.5,33,18.95979,10.65938,17.06765,21.02783,20.91341,17.9,18.3,21.1
1265.307,36.26748,28.61769,25.29919,30.41858,45.94268,34.40049,41.89269,28.97784,30.34751,50.13883,44.27838,31.8289,33.43896,32.63556,49.77868,49.5,37.51012,39.85117,41.37625,45.08035,38.0652,27.67204,24.83649,23.06413,31.77077,29.82299,32.70325,38.64311,39.9,43.5,41.9,20.3,21.8,22.3,25.8,25.3,23.7,32.4,32.8,34.4,19.88239,11.12679,17.96336,21.86364,21.77934,18.6,19.3,22.2
1266.271,37.37836,29.56742,26.2644,31.44425,47.63846,35.61122,43.24894,29.95797,31.51164,51.43407,45.40784,32.87966,34.53227,33.51514,50.85096,50.4,38.46994,40.99748,42.75155,46.7692,39.39644,28.86124,25.74516,23.99452,33.14605,30.95086,34.14732,40.0332,41.2,45,43.3,21.3,22.8,23.2,26.7,26.4,24.7,33.8,33.9,35.8,20.78156,11.57603,18.90341,22.67314,22.63136,19.2,20.2,23.2
1267.236,38.46399,30.49485,27.25947,32.43277,49.22652,36.77864,44.50713,30.91182,32.62537,52.71909,46.501,33.86996,35.60183,34.35795,51.90847,51.2,39.41889,42.137,44.03576,48.3658,40.70918,30.03268,26.63795,24.89603,34.45786,32.0283,35.57167,41.35518,42.5,46.5,44.8,22.2,23.8,24.2,27.7,27.4,25.7,35.2,35,37,21.65644,12.00336,19.87663,23.4822,23.50517,19.9,21.2,24.2
1268.2,39.53282,31.41665,28.28023,33.40296,50.71938,37.91512,45.69269,31.86315,33.7042,53.99791,47.57408,34.80463,36.65311,35.17499,52.9789,52.1,40.37959,43.29147,45.23519,49.87077,42.0171,31.19898,27.54792,25.79318,35.71309,33.07648,36.95132,42.63086,43.7,47.9,46.2,23.3,24.9,25.2,28.6,28.5,26.7,36.4,36,38.3,22.51369,12.41005,20.87185,24.31712,24.4314,20.6,22.1,25.1
1269.164,40.59856,32.35491,29.32309,34.3829,52.15312,39.03695,46.83958,32.84129,34.77379,55.27578,48.65331,35.70352,37.70027,35.98603,54.09372,52.9,41.3722,44.48611,46.37392,51.30751,43.33609,32.38097,28.5079,26.71543,36.93536,34.13216,38.2765,43.89489,44.9,49.3,47.6,24.3,26,26.2,29.5,29.6,27.8,37.6,36.9,39.4,23.36934,12.80705,21.88303,25.20246,25.42993,21.3,23.1,26.1
1270.128,41.67919,33.33475,30.38968,35.40566,53.58002,40.16202,47.98616,33.87851,35.86686,56.56391,49.77075,36.60361,38.76703,36.82056,55.28114,53.9,42.41354,45.74382,47.49066,52.7193,44.68143,33.60464,29.54848,27.69168,38.15942,35.24185,39.55704,45.18873,46.1,50.8,49,25.5,27.2,27.3,30.5,30.7,28.9,38.7,37.9,40.6,24.24722,13.21509,22.91151,26.15966,26.50888,22.2,24.1,27
1271.093,42.79503,34.38096,31.48908,36.50277,55.05676,41.3088,49.17094,35.00616,37.01842,57.88121,50.95778,37.55448,39.88339,37.71438,56.55948,55,43.51732,47.07953,48.6316,54.16033,46.06581,34.89648,30.69574,28.74554,39.42215,36.4521,40.82044,46.55172,47.4,52.2,50.4,26.6,28.3,28.4,31.5,31.9,30.1,39.8,38.9,41.8,25.17389,13.65916,23.96437,27.20585,27.66744,23.1,25.1,28.1
